sales,discount,profit,total_population,area,population_density,year,month,day_of_week,week_of_year,quarter,is_weekend,is_month_end,profit_margin,per_capita_income,income_to_sales_ratio,income_x_population,osm_supermarkets,osm_transit_hubs,osm_schools_colleges,osm_hospitals,osm_competitor_score,osm_accessibility_score,weather_avg_temp_c,weather_total_rain_mm,weather_avg_humidity,weather_is_monsoon,weather_is_summer,festival_score,is_festival_period,income_x_festival,category_encoded,sub_category_encoded,region_encoded,city_encoded,revenue_band_encoded,festival_name_encoded,festival_impact_encoded,sales_lag_1m,sales_lag_3m,sales_rolling_avg_3m,sales_per_capita,profit_per_capita,sales_per_sq_km,competitor_density,accessibility_per_capita,estimated_rent_per_sqft
1706,0.13,511.8,224329,27.19,8250.422949613829,2016,4,1,17,2,0,0,0.3,91000,53.341148886283705,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,0,0,0,2,10,4,6,0,12,3,2078.0,1014.0,1920.3333333333333,0.00760490172915673,0.002281470518747019,62.74365575579257,0.07355645457888929,0.017830953643978263,61.66
506,0.12,86.02,224329,27.19,8250.422949613829,2016,4,2,17,2,0,0,0.17,91000,179.8418972332016,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,0,0,0,2,9,4,6,1,12,3,1706.0,1977.0,1430.0,0.0022556156359632503,0.00038345465811375255,18.60978300845899,0.07355645457888929,0.017830953643978263,61.66
671,0.2,87.23,224329,27.19,8250.422949613829,2016,4,5,14,2,1,0,0.13,91000,135.61847988077497,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,2,1,182000,4,11,3,6,1,23,0,734.0,1043.0,840.0,0.0029911424737773537,0.000388848521591056,24.67819051121736,0.07355645457888929,0.017830953643978263,61.66
931,0.14,297.92,224329,27.19,8250.422949613829,2016,4,1,14,2,0,0,0.32,91000,97.74436090225564,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,0,0,0,5,8,1,6,2,12,3,1856.0,1455.0,1525.0,0.004150154460635941,0.0013280494274035012,34.24052960647297,0.07355645457888929,0.017830953643978263,61.66
2353,0.14,517.66,224329,27.19,8250.422949613829,2016,4,6,16,2,1,0,0.22,91000,38.67403314917127,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,0,0,0,5,8,1,6,3,12,3,931.0,1788.0,1713.3333333333333,0.010489058481070214,0.002307592865835447,86.53916881206325,0.07355645457888929,0.017830953643978263,61.66
2043,0.16,143.01,224329,27.19,8250.422949613829,2016,4,5,17,2,1,1,0.07,91000,44.54233969652472,20413939000,2,0,4,9,2,4,29.78,19.9,73.43,0,1,0,0,0,6,5,1,6,3,12,3,959.0,1056.0,1722.3333333333333,0.009107159573661898,0.0006375011701563329,75.13791835233542,0.07355645457888929,0.017830953643978263,61.66
2269,0.15,431.11,1064493,2904.0,366.5609504132232,2016,4,0,17,2,0,0,0.19,93000,40.98721903922433,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,0,3,0,7,3,12,3,1376.0,563.0,2043.0,0.0021315311608437067,0.0004049909205603043,0.78133608815427,0.0003443526170798898,0.009394143503057324,46.58
1918,0.22,575.4,1064493,2904.0,366.5609504132232,2016,4,0,17,2,0,0,0.3,93000,48.488008342022944,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,0,3,0,7,3,12,3,2269.0,2484.0,1854.3333333333333,0.0018017967238863947,0.0005405390171659184,0.6604683195592287,0.0003443526170798898,0.009394143503057324,46.58
825,0.14,305.25,1064493,2904.0,366.5609504132232,2016,4,5,17,2,1,1,0.37,93000,112.72727272727273,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,1,21,1,7,2,12,3,856.0,1605.0,821.0,0.0007750168390022292,0.0002867562304308248,0.2840909090909091,0.0003443526170798898,0.009394143503057324,46.58
2380,0.35,214.2,1064493,2904.0,366.5609504132232,2016,4,2,14,2,0,0,0.09,93000,39.075630252100844,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,2,15,4,7,3,12,3,2149.0,2088.0,2022.0,0.002235806153727643,0.00020122255383548787,0.8195592286501377,0.0003443526170798898,0.009394143503057324,46.58
2215,0.17,841.7,1064493,2904.0,366.5609504132232,2016,4,2,16,2,0,0,0.38,93000,41.98645598194131,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,2,15,3,7,3,12,3,2380.0,1537.0,2248.0,0.002080802785927197,0.000790705058652335,0.7627410468319559,0.0003443526170798898,0.009394143503057324,46.58
2089,0.21,125.34,1064493,2904.0,366.5609504132232,2016,4,2,15,2,0,0,0.06,93000,44.518908568693156,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,2,1,186000,3,0,0,7,3,23,0,1045.0,938.0,1829.3333333333333,0.001962436577788675,0.0001177461946673205,0.7193526170798898,0.0003443526170798898,0.009394143503057324,46.58
615,0.35,221.4,1064493,2904.0,366.5609504132232,2016,4,5,15,2,1,0,0.36,93000,151.21951219512195,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,4,11,3,7,1,12,3,2058.0,1710.0,1241.3333333333333,0.0005777398254380254,0.00020798633715768915,0.21177685950413222,0.0003443526170798898,0.009394143503057324,46.58
1808,0.34,578.56,1064493,2904.0,366.5609504132232,2016,4,5,15,2,1,0,0.32,93000,51.43805309734513,98997849000,1,2,8,100,1,10,33.32,2.8,49.93,0,1,0,0,0,4,11,0,7,3,12,3,615.0,1051.0,1493.6666666666667,0.0016984611453527642,0.0005435075665128845,0.6225895316804407,0.0003443526170798898,0.009394143503057324,46.58
814,0.35,48.84,1879809,5129.0,366.5059465782804,2016,4,2,15,2,0,0,0.06,76000,93.36609336609337,142865484000,0,2,9,47,0,11,30.82,2.3,51.47,0,1,2,1,152000,1,13,4,8,2,23,0,1665.0,1355.0,1281.0,0.0004330227166696191,2.598136300017715e-05,0.15870540066289726,0.0,0.005851658333373231,38.68
791,0.3,229.39,1879809,5129.0,366.5059465782804,2016,4,1,16,2,0,0,0.29,76000,96.08091024020227,142865484000,0,2,9,47,0,11,30.82,2.3,51.47,0,1,0,0,0,3,20,0,8,2,12,3,1733.0,1701.0,1292.3333333333333,0.00042078743106347506,0.00012202835500840777,0.15422109573016182,0.0,0.005851658333373231,38.68
885,0.1,203.55,1879809,5129.0,366.5059465782804,2016,4,0,14,2,0,0,0.23,76000,85.87570621468926,142865484000,0,2,9,47,0,11,30.82,2.3,51.47,0,1,0,0,0,3,0,0,8,2,12,3,791.0,1353.0,1136.3333333333333,0.0004707925113668463,0.00010828227761437466,0.17254825502047183,0.0,0.005851658333373231,38.68
1976,0.19,731.12,1879809,5129.0,366.5059465782804,2016,4,0,16,2,0,0,0.37,76000,38.46153846153846,142865484000,0,2,9,47,0,11,30.82,2.3,51.47,0,1,0,0,0,3,20,0,8,3,12,3,885.0,1733.0,1217.3333333333333,0.0010511706242495914,0.0003889331309723488,0.38526028465587836,0.0,0.005851658333373231,38.68
1379,0.27,482.65,1879809,5129.0,366.5059465782804,2016,4,5,17,2,1,1,0.35,76000,55.11240029006527,142865484000,0,2,9,47,0,11,30.82,2.3,51.47,0,1,0,0,0,4,19,1,8,0,12,3,1196.0,1093.0,1366.3333333333333,0.0007335851674292441,0.0002567548086002354,0.2688633261844414,0.0,0.005851658333373231,38.68
1485,0.22,163.35,3038252,3710.0,818.9358490566037,2016,4,1,15,2,0,0,0.11,95000,63.97306397306397,288633940000,21,2,16,244,21,18,32.12,4.7,57.4,0,1,2,1,190000,1,13,1,9,0,23,0,1751.0,728.0,1535.6666666666667,0.0004887678836383552,5.376446720021907e-05,0.4002695417789757,0.005660377358490566,0.005924459195616427,60.79
2390,0.12,956.0,3038252,3710.0,818.9358490566037,2016,4,2,15,2,0,0,0.4,95000,39.7489539748954,288633940000,21,2,16,244,21,18,32.12,4.7,57.4,0,1,2,1,190000,1,21,4,9,3,23,0,1485.0,1371.0,1875.3333333333333,0.00078663652652907,0.000314654610611628,0.6442048517520216,0.005660377358490566,0.005924459195616427,60.79
949,0.35,427.05,3038252,3710.0,818.9358490566037,2016,4,3,14,2,0,0,0.45,95000,100.10537407797682,288633940000,21,2,16,244,21,18,32.12,4.7,57.4,0,1,2,1,190000,1,21,1,9,2,23,0,2390.0,1751.0,1608.0,0.00031235065425777716,0.00014055779441599973,0.25579514824797844,0.005660377358490566,0.005924459195616427,60.79
1368,0.11,383.04,3038252,3710.0,818.9358490566037,2016,4,5,17,2,1,1,0.28,95000,69.44444444444444,288633940000,21,2,16,244,21,18,32.12,4.7,57.4,0,1,0,0,0,3,0,0,9,0,12,3,2049.0,1306.0,1965.0,0.00045025889886684845,0.00012607249168271757,0.36873315363881404,0.005660377358490566,0.005924459195616427,60.79
1617,0.33,549.78,3038252,3710.0,818.9358490566037,2016,4,5,15,2,1,0,0.34,95000,58.750773036487324,288633940000,21,2,16,244,21,18,32.12,4.7,57.4,0,1,0,0,0,5,14,1,9,0,12,3,2419.0,1776.0,1994.3333333333333,0.0005322139177395424,0.0001809527320314444,0.4358490566037736,0.005660377358490566,0.005924459195616427,60.79
1411,0.24,366.86,289916,36.0,8053.222222222223,2016,4,1,15,2,0,0,0.26,91000,64.49326718639263,26382356000,7,1,12,84,7,13,29.72,19.9,73.43,0,1,2,1,182000,0,1,1,10,0,23,0,1275.0,2289.0,1382.3333333333333,0.004866926971950496,0.001265401012707129,39.19444444444444,0.19444444444444445,0.04484057451123774,67.54
2018,0.32,565.04,289916,36.0,8053.222222222223,2016,4,1,15,2,0,0,0.28,91000,45.094152626362735,26382356000,7,1,12,84,7,13,29.72,19.9,73.43,0,1,2,1,182000,1,21,4,10,3,23,0,2439.0,820.0,2012.3333333333333,0.006960636874129058,0.0019489783247561361,56.05555555555556,0.19444444444444445,0.04484057451123774,67.54
1794,0.23,789.36,289916,36.0,8053.222222222223,2016,4,2,16,2,0,0,0.44,91000,50.72463768115942,26382356000,7,1,12,84,7,13,29.72,19.9,73.43,0,1,0,0,0,2,10,0,10,3,12,3,1290.0,771.0,1376.6666666666667,0.006187999282550808,0.0027227196843223555,49.833333333333336,0.19444444444444445,0.04484057451123774,67.54
1828,0.28,493.56,289916,36.0,8053.222222222223,2016,4,5,15,2,1,0,0.27,91000,49.78118161925602,26382356000,7,1,12,84,7,13,29.72,19.9,73.43,0,1,0,0,0,3,7,0,10,3,12,3,530.0,1209.0,1122.6666666666667,0.006305274631272506,0.0017024241504435768,50.77777777777778,0.19444444444444445,0.04484057451123774,67.54
2151,0.27,215.1,1726601,3420.0,504.8540935672515,2016,4,6,14,2,1,0,0.1,89000,41.37610413761041,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,2,1,178000,0,1,3,11,3,23,0,1777.0,1189.0,1490.6666666666667,0.0012458002746436497,0.00012458002746436496,0.6289473684210526,0.0008771929824561404,0.009266761689585491,48.7
2190,0.27,262.8,1726601,3420.0,504.8540935672515,2016,4,1,14,2,0,0,0.12,89000,40.63926940639269,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,1,13,0,11,3,12,3,2404.0,1020.0,2209.6666666666665,0.0012683880062620142,0.0001522065607514417,0.6403508771929824,0.0008771929824561404,0.009266761689585491,48.7
742,0.19,259.7,1726601,3420.0,504.8540935672515,2016,4,5,15,2,1,0,0.35,89000,119.94609164420486,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,1,13,1,11,1,12,3,2190.0,2035.0,1778.6666666666667,0.0004297460733545272,0.0001504111256740845,0.21695906432748538,0.0008771929824561404,0.009266761689585491,48.7
1115,0.19,379.1,1726601,3420.0,504.8540935672515,2016,4,5,14,2,1,0,0.34,89000,79.82062780269058,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,2,1,178000,1,21,1,11,2,23,0,742.0,2404.0,1349.0,0.000645777455242989,0.00021956433478261626,0.3260233918128655,0.0008771929824561404,0.009266761689585491,48.7
2209,0.35,574.34,1726601,3420.0,504.8540935672515,2016,4,0,17,2,0,0,0.26,89000,40.28972385694885,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,2,9,0,11,3,12,3,2404.0,1527.0,2147.6666666666665,0.001279392285768397,0.00033264199429978324,0.645906432748538,0.0008771929824561404,0.009266761689585491,48.7
1412,0.31,127.08,1726601,3420.0,504.8540935672515,2016,4,0,14,2,0,0,0.09,89000,63.03116147308782,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,3,20,0,11,0,12,3,760.0,692.0,1483.6666666666667,0.0008177917191059197,7.360125471953277e-05,0.4128654970760234,0.0008771929824561404,0.009266761689585491,48.7
1153,0.31,230.6,1726601,3420.0,504.8540935672515,2016,4,2,17,2,0,0,0.2,89000,77.1899392888118,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,5,8,1,11,2,12,3,619.0,888.0,1118.6666666666667,0.0006677860142557545,0.0001335572028511509,0.3371345029239766,0.0008771929824561404,0.009266761689585491,48.7
1842,0.32,626.28,1726601,3420.0,504.8540935672515,2016,4,0,16,2,0,0,0.34,89000,48.31704668838219,153667489000,3,2,14,82,3,16,33.0,6.7,50.83,0,1,0,0,0,6,5,0,11,3,12,3,610.0,2043.0,1349.3333333333333,0.0010668359395135298,0.0003627242194346001,0.5385964912280702,0.0008771929824561404,0.009266761689585491,48.7
1259,0.15,415.47,88430,30.36,2912.7140974967065,2016,4,0,16,2,0,0,0.33,84000,66.71961874503575,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,0,0,0,0,3,0,12,0,12,3,965.0,2074.0,1336.6666666666667,0.014237249802103358,0.004698292434694109,41.46903820816864,0.1976284584980237,0.24878434920275927,56.06
1449,0.28,333.27,88430,30.36,2912.7140974967065,2016,4,4,13,2,0,0,0.23,84000,57.971014492753625,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,0,0,0,1,21,0,12,0,12,3,1343.0,1901.0,1386.0,0.016385841908854462,0.0037687436390365257,47.72727272727273,0.1976284584980237,0.24878434920275927,56.06
556,0.33,127.88,88430,30.36,2912.7140974967065,2016,4,5,14,2,1,0,0.23,84000,151.0791366906475,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,2,1,168000,1,21,0,12,1,23,0,1449.0,1366.0,1116.0,0.006287459007124279,0.0014461155716385841,18.31357048748353,0.1976284584980237,0.24878434920275927,56.06
1319,0.29,567.17,88430,30.36,2912.7140974967065,2016,4,0,16,2,0,0,0.43,84000,63.684609552691434,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,0,0,0,2,10,0,12,0,12,3,2190.0,2425.0,1807.6666666666667,0.014915752572656338,0.006413773606242225,43.44532279314888,0.1976284584980237,0.24878434920275927,56.06
1132,0.21,464.12,88430,30.36,2912.7140974967065,2016,4,3,17,2,0,0,0.41,84000,74.20494699646643,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,0,0,0,3,20,0,12,2,12,3,2406.0,506.0,1828.3333333333333,0.012801085604432884,0.005248445097817482,37.285902503293805,0.1976284584980237,0.24878434920275927,56.06
862,0.29,103.44,88430,30.36,2912.7140974967065,2016,4,2,15,2,0,0,0.12,84000,97.4477958236659,7428120000,6,1,21,17,6,22,19.34,13.6,63.7,0,1,2,1,168000,6,16,4,12,2,23,0,1789.0,1585.0,1246.0,0.009747823136944476,0.0011697387764333371,28.392621870882742,0.1976284584980237,0.24878434920275927,56.06
1127,0.34,281.75,565223,1756.0,321.88097949886105,2016,4,0,16,2,0,0,0.25,61000,54.12599822537711,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,0,1,3,13,2,12,3,2218.0,2295.0,1676.3333333333333,0.0019939032912673405,0.0004984758228168351,0.6417995444191344,0.0,0.003538426426383923,27.34
501,0.25,170.34,565223,1756.0,321.88097949886105,2016,4,5,14,2,1,0,0.34,61000,121.7564870259481,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,2,1,122000,0,2,4,13,1,23,0,1127.0,1684.0,1282.0,0.0008863758198091727,0.00030136777873511874,0.2853075170842825,0.0,0.003538426426383923,27.34
1533,0.31,444.57,565223,1756.0,321.88097949886105,2016,4,1,14,2,0,0,0.29,61000,39.79125896934116,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,1,21,0,13,0,12,3,2241.0,645.0,1497.0,0.0027122038558232767,0.0007865391181887503,0.873006833712984,0.0,0.003538426426383923,27.34
2173,0.25,804.01,565223,1756.0,321.88097949886105,2016,4,6,15,2,1,0,0.37,61000,28.071790151863784,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,3,18,4,13,3,12,3,1702.0,1501.0,1878.6666666666667,0.003844500312266132,0.001422465115538469,1.2374715261958997,0.0,0.003538426426383923,27.34
2307,0.25,715.17,565223,1756.0,321.88097949886105,2016,4,2,17,2,0,0,0.31,61000,26.441265713047247,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,4,11,1,13,3,12,3,1188.0,784.0,1623.0,0.004081574882833855,0.0012652882136784949,1.3137813211845102,0.0,0.003538426426383923,27.34
2032,0.18,223.52,565223,1756.0,321.88097949886105,2016,4,5,15,2,1,0,0.11,61000,30.019685039370078,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,4,11,1,13,3,12,3,2307.0,1374.0,1842.3333333333333,0.0035950412492060657,0.0003954545374126672,1.1571753986332574,0.0,0.003538426426383923,27.34
1049,0.11,251.76,565223,1756.0,321.88097949886105,2016,4,0,16,2,0,0,0.24,61000,58.15061963775024,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,5,22,4,13,2,12,3,1169.0,2357.0,1082.3333333333333,0.0018559046606383676,0.0004454171185532082,0.5973804100227791,0.0,0.003538426426383923,27.34
993,0.25,287.97,565223,1756.0,321.88097949886105,2016,4,3,16,2,0,0,0.29,61000,61.43001007049345,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,6,5,3,13,2,12,3,2053.0,1714.0,1579.3333333333333,0.0017568287206996176,0.0005094803290028891,0.5654897494305239,0.0,0.003538426426383923,27.34
1191,0.1,131.01,565223,1756.0,321.88097949886105,2016,4,0,17,2,0,0,0.11,61000,51.21746431570109,34478603000,0,0,2,59,0,2,31.94,5.0,59.73,0,1,0,0,0,6,6,1,13,2,12,3,993.0,1692.0,1412.3333333333333,0.002107132936911626,0.00023178462306027884,0.678246013667426,0.0,0.003538426426383923,27.34
842,0.19,58.94,225500,121.26,1859.6404420254,2016,4,0,17,2,0,0,0.07,68000,80.76009501187649,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,0,0,0,1,21,4,14,2,12,3,1087.0,2403.0,932.0,0.0037339246119733925,0.00026137472283813747,6.943757215899719,0.04948045522018803,0.004434589800443459,36.27
1020,0.21,163.2,225500,121.26,1859.6404420254,2016,4,1,15,2,0,0,0.16,68000,66.66666666666667,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,2,1,136000,3,0,1,14,2,23,0,715.0,1135.0,1387.6666666666667,0.004523281596452328,0.0007237250554323725,8.411677387431965,0.04948045522018803,0.004434589800443459,36.27
1713,0.13,753.72,225500,121.26,1859.6404420254,2016,4,1,17,2,0,0,0.44,68000,39.6964389959136,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,0,0,0,3,0,3,14,0,12,3,1020.0,2428.0,1149.3333333333333,0.007596452328159645,0.003342439024390244,14.12666996536368,0.04948045522018803,0.004434589800443459,36.27
1849,0.31,184.9,225500,121.26,1859.6404420254,2016,4,0,16,2,0,0,0.1,68000,36.77663601946998,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,0,0,0,3,20,4,14,3,12,3,1713.0,715.0,1527.3333333333333,0.008199556541019956,0.0008199556541019956,15.24822695035461,0.04948045522018803,0.004434589800443459,36.27
2286,0.16,137.16,225500,121.26,1859.6404420254,2016,4,2,15,2,0,0,0.06,68000,29.746281714785653,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,2,1,136000,3,7,4,14,3,23,0,1849.0,1020.0,1949.3333333333333,0.010137472283813747,0.0006082483370288248,18.852053438891637,0.04948045522018803,0.004434589800443459,36.27
611,0.35,85.54,225500,121.26,1859.6404420254,2016,4,6,15,2,1,0,0.14,68000,111.29296235679215,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,0,0,0,4,17,4,14,1,12,3,2452.0,2417.0,1647.0,0.0027095343680709535,0.00037933481152993353,5.038759689922481,0.04948045522018803,0.004434589800443459,36.27
2029,0.19,324.64,225500,121.26,1859.6404420254,2016,4,4,17,2,0,0,0.16,68000,33.51404632824051,15334000000,6,0,1,72,6,1,31.41,6.2,65.37,0,1,0,0,0,5,8,1,14,3,12,3,1075.0,2172.0,1707.6666666666667,0.008997782705099778,0.0014396452328159645,16.73264060696025,0.04948045522018803,0.004434589800443459,36.27
1205,0.26,144.6,614000,61.8,9935.275080906147,2016,4,5,17,2,1,1,0.12,58000,48.13278008298755,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,1,13,4,15,2,12,3,2112.0,1507.0,1316.6666666666667,0.001962540716612378,0.00023550488599348532,19.498381877022656,0.016181229773462785,0.0016286644951140064,48.34
1483,0.23,237.28,614000,61.8,9935.275080906147,2016,4,6,14,2,1,0,0.16,58000,39.109912339851654,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,2,1,116000,2,4,1,15,0,23,0,1848.0,1849.0,1409.0,0.0024153094462540715,0.00038644951140065145,23.996763754045308,0.016181229773462785,0.0016286644951140064,48.34
2430,0.16,631.8,614000,61.8,9935.275080906147,2016,4,1,15,2,0,0,0.26,58000,23.868312757201647,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,2,1,116000,4,17,4,15,3,23,0,1609.0,573.0,1835.0,0.003957654723127036,0.0010289902280130293,39.320388349514566,0.016181229773462785,0.0016286644951140064,48.34
1127,0.27,349.37,614000,61.8,9935.275080906147,2016,4,0,16,2,0,0,0.31,58000,51.464063886424135,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,6,16,1,15,2,12,3,1479.0,1330.0,1660.0,0.0018355048859934853,0.0005690065146579805,18.236245954692556,0.016181229773462785,0.0016286644951140064,48.34
2141,0.21,813.58,614000,61.8,9935.275080906147,2016,4,6,15,2,1,0,0.38,58000,27.0901447921532,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,6,5,1,15,3,12,3,1127.0,2374.0,1582.3333333333333,0.003486970684039088,0.0013250488599348535,34.64401294498382,0.016181229773462785,0.0016286644951140064,48.34
907,0.31,108.84,614000,61.8,9935.275080906147,2016,4,5,15,2,1,0,0.12,58000,63.9470782800441,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,6,5,1,15,2,12,3,2141.0,1479.0,1391.6666666666667,0.001477198697068404,0.00017726384364820846,14.676375404530745,0.016181229773462785,0.0016286644951140064,48.34
552,0.34,204.24,614000,61.8,9935.275080906147,2016,4,0,16,2,0,0,0.37,58000,105.07246376811594,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,6,16,0,15,1,12,3,907.0,1127.0,1200.0,0.0008990228013029316,0.0003326384364820847,8.932038834951456,0.016181229773462785,0.0016286644951140064,48.34
595,0.28,160.65,614000,61.8,9935.275080906147,2016,4,2,17,2,0,0,0.27,58000,97.47899159663865,35612000000,1,1,0,79,1,1,30.77,10.8,71.93,0,1,0,0,0,6,16,4,15,1,12,3,552.0,2141.0,684.6666666666666,0.0009690553745928339,0.00026164495114006515,9.627831715210357,0.016181229773462785,0.0016286644951140064,48.34
1916,0.2,402.36,3482056,5237.0,664.8951689898797,2016,4,1,15,2,0,0,0.21,87000,45.407098121085596,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,2,1,174000,0,3,3,16,3,23,0,640.0,1157.0,1659.0,0.000550249622636741,0.00011555242075371562,0.3658583158296735,0.0015275921329005156,0.010625906073882786,60.09
1484,0.21,608.44,3482056,5237.0,664.8951689898797,2016,4,5,17,2,1,1,0.41,87000,58.62533692722372,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,0,0,0,0,2,1,16,0,12,3,1916.0,2421.0,1346.6666666666667,0.0004261849895578934,0.0001747358457187363,0.2833683406530456,0.0015275921329005156,0.010625906073882786,60.09
902,0.29,153.34,3482056,5237.0,664.8951689898797,2016,4,0,16,2,0,0,0.17,87000,96.45232815964523,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,0,0,0,1,21,0,16,2,12,3,832.0,1591.0,949.0,0.0002590423588822236,4.4037201009978016e-05,0.17223601298453314,0.0015275921329005156,0.010625906073882786,60.09
2306,0.3,553.44,3482056,5237.0,664.8951689898797,2016,4,0,16,2,0,0,0.24,87000,37.72766695576756,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,0,0,0,1,21,0,16,3,12,3,902.0,1113.0,1346.6666666666667,0.0006622524163884785,0.00015894057993323486,0.4403284323085736,0.0015275921329005156,0.010625906073882786,60.09
2184,0.11,524.16,3482056,5237.0,664.8951689898797,2016,4,5,14,2,1,0,0.24,87000,39.83516483516483,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,2,1,174000,1,21,3,16,3,23,0,2306.0,832.0,1797.3333333333333,0.0006272156450097298,0.00015053175480233516,0.4170326522818407,0.0015275921329005156,0.010625906073882786,60.09
2388,0.35,597.0,3482056,5237.0,664.8951689898797,2016,4,5,15,2,1,0,0.25,87000,36.4321608040201,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,0,0,0,2,10,3,16,3,12,3,1289.0,1501.0,1889.0,0.000685801721741408,0.000171450430435352,0.4559862516708039,0.0015275921329005156,0.010625906073882786,60.09
1192,0.26,417.2,3482056,5237.0,664.8951689898797,2016,4,3,17,2,0,0,0.35,87000,72.98657718120805,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,0,0,0,5,22,0,16,2,12,3,928.0,2491.0,1385.6666666666667,0.000342326487569413,0.00011981427064929455,0.22761122780217682,0.0015275921329005156,0.010625906073882786,60.09
1093,0.27,109.3,3482056,5237.0,664.8951689898797,2016,4,2,15,2,0,0,0.1,87000,79.59743824336688,302938872000,8,1,36,200,8,37,32.71,4.1,47.7,0,1,2,1,174000,5,14,4,16,2,23,0,1192.0,2037.0,1071.0,0.0003138950091555104,3.138950091555104e-05,0.20870727515753293,0.0015275921329005156,0.010625906073882786,60.09
602,0.34,90.3,70545,32.48,2171.95197,2016,4,1,17,2,0,0,0.15,65000,107.9734219269103,4585425000,0,1,2,23,0,3,30.43,94.1,64.57,0,1,0,0,0,0,3,4,17,1,12,3,1773.0,1341.0,1597.3333333333333,0.008533560138918421,0.0012800340208377631,18.53448275862069,0.0,0.0425260472039124,34.0
2377,0.27,594.25,70545,32.48,2171.95197,2016,4,5,15,2,1,0,0.25,65000,27.345393352965925,4585425000,0,1,2,23,0,3,30.43,94.1,64.57,0,1,0,0,0,0,1,1,17,3,12,3,602.0,2417.0,1584.0,0.03369480473456659,0.008423701183641647,73.18349753694582,0.0,0.0425260472039124,34.0
667,0.19,213.44,70545,32.48,2171.95197,2016,4,1,15,2,0,0,0.32,65000,97.4512743628186,4585425000,0,1,2,23,0,3,30.43,94.1,64.57,0,1,2,1,130000,1,13,1,17,1,23,0,711.0,1080.0,758.3333333333334,0.009454957828336523,0.003025586505067687,20.53571428571429,0.0,0.0425260472039124,34.0
