location_id,date,product_category,units_sold,revenue
9,2024-10-01,Electronics Store,24,57662.0
9,2024-11-01,Electronics Store,21,64857.45
9,2024-12-01,Electronics Store,23,91811.75
9,2025-01-01,Electronics Store,23,56290.45
9,2025-02-01,Electronics Store,25,60901.86
9,2025-03-01,Electronics Store,23,82375.02
9,2025-04-01,Electronics Store,27,79127.65
9,2025-05-01,Electronics Store,25,77125.32
9,2025-06-01,Electronics Store,28,231335.03
9,2025-07-01,Electronics Store,25,91861.22
9,2025-08-01,Electronics Store,21,196566.73
9,2025-09-01,Electronics Store,19,99143.58
9,2025-10-01,Electronics Store,18,93739.73
9,2025-11-01,Electronics Store,20,99736.51
9,2025-12-01,Electronics Store,20,70461.09
9,2023-01-01,Clothing Store,52,120779.55
9,2023-02-01,Clothing Store,68,148667.7
9,2023-03-01,Clothing Store,74,126794.0
9,2023-04-01,Clothing Store,67,45042.19
9,2023-05-01,Clothing Store,71,129715.63
9,2023-06-01,Clothing Store,48,105747.57
9,2023-07-01,Clothing Store,57,39600.95
9,2023-08-01,Clothing Store,60,141404.71
9,2023-09-01,Clothing Store,59,72518.84
9,2023-10-01,Clothing Store,54,87766.79
9,2023-11-01,Clothing Store,52,70940.09
9,2023-12-01,Clothing Store,46,58827.99
9,2024-01-01,Clothing Store,55,61766.35
9,2024-02-01,Clothing Store,62,127460.77
9,2024-03-01,Clothing Store,57,120703.14
9,2024-04-01,Clothing Store,59,61293.85
9,2024-05-01,Clothing Store,71,39660.52
9,2024-06-01,Clothing Store,75,91413.57
9,2024-07-01,Clothing Store,60,36325.17
9,2024-08-01,Clothing Store,59,89527.31
9,2024-09-01,Clothing Store,51,54700.55
9,2024-10-01,Clothing Store,50,107451.71
9,2024-11-01,Clothing Store,62,95257.51
9,2024-12-01,Clothing Store,61,148647.13
9,2025-01-01,Clothing Store,63,90181.42
9,2025-02-01,Clothing Store,70,116500.27
9,2025-03-01,Clothing Store,80,94138.86
9,2025-04-01,Clothing Store,72,41676.13
9,2025-05-01,Clothing Store,77,76485.09
9,2025-06-01,Clothing Store,85,168748.12
9,2025-07-01,Clothing Store,63,118868.51
9,2025-08-01,Clothing Store,54,62589.28
9,2025-09-01,Clothing Store,60,134803.33
9,2025-10-01,Clothing Store,57,64362.99
9,2025-11-01,Clothing Store,56,72358.1
9,2025-12-01,Clothing Store,58,135188.28
9,2023-01-01,Grocery Store,174,27669.07
9,2023-02-01,Grocery Store,193,22594.86
9,2023-03-01,Grocery Store,203,49463.62
9,2023-04-01,Grocery Store,205,16714.55
9,2023-05-01,Grocery Store,220,14498.08
9,2023-06-01,Grocery Store,236,37190.25
9,2023-07-01,Grocery Store,154,17911.3
9,2023-08-01,Grocery Store,195,49308.96
9,2023-09-01,Grocery Store,145,31100.68
9,2023-10-01,Grocery Store,156,35644.36
9,2023-11-01,Grocery Store,142,28133.52
9,2023-12-01,Grocery Store,171,16879.43
9,2024-01-01,Grocery Store,182,36572.57
9,2024-02-01,Grocery Store,210,61216.13
9,2024-03-01,Grocery Store,205,20560.23
9,2024-04-01,Grocery Store,214,15234.99
9,2024-05-01,Grocery Store,216,13625.97
9,2024-06-01,Grocery Store,205,36309.55
9,2024-07-01,Grocery Store,199,21176.81
9,2024-08-01,Grocery Store,189,12599.68
9,2024-09-01,Grocery Store,184,51804.88
9,2024-10-01,Grocery Store,157,34120.63
9,2024-11-01,Grocery Store,206,60117.4
9,2024-12-01,Grocery Store,164,31124.6
9,2025-01-01,Grocery Store,191,37514.99
9,2025-02-01,Grocery Store,187,26473.89
9,2025-03-01,Grocery Store,205,18185.62
9,2025-04-01,Grocery Store,202,29616.36
9,2025-05-01,Grocery Store,221,15352.81
9,2025-06-01,Grocery Store,215,30663.91
9,2025-07-01,Grocery Store,193,32361.32
9,2025-08-01,Grocery Store,190,31063.04
9,2025-09-01,Grocery Store,194,15398.84
9,2025-10-01,Grocery Store,166,30439.43
9,2025-11-01,Grocery Store,198,16288.72
9,2025-12-01,Grocery Store,180,48129.35
9,2023-01-01,Café,107,35456.27
9,2023-02-01,Café,107,30517.12
9,2023-03-01,Café,114,37036.54
9,2023-04-01,Café,127,35708.35
9,2023-05-01,Café,103,27032.45
9,2023-06-01,Café,129,48205.61
9,2023-07-01,Café,101,36839.26
9,2023-08-01,Café,84,16344.96
9,2023-09-01,Café,90,20163.98
9,2023-10-01,Café,79,26592.43
9,2023-11-01,Café,98,17892.79
9,2023-12-01,Café,106,17576.22
9,2024-01-01,Café,96,19996.5
9,2024-02-01,Café,128,19715.99
9,2024-03-01,Café,107,21875.64
9,2024-04-01,Café,113,37879.95
9,2024-05-01,Café,112,37671.14
9,2024-06-01,Café,138,48919.74
9,2024-07-01,Café,115,23922.26
9,2024-08-01,Café,114,28930.55
9,2024-09-01,Café,98,16550.41
9,2024-10-01,Café,89,15344.76
9,2024-11-01,Café,94,19354.66
9,2024-12-01,Café,105,30533.07
9,2025-01-01,Café,129,21738.92
9,2025-02-01,Café,129,37341.6
9,2025-03-01,Café,126,36927.93
9,2025-04-01,Café,133,25261.67
9,2025-05-01,Café,127,26425.2
9,2025-06-01,Café,118,43365.74
9,2025-07-01,Café,107,28178.88
9,2025-08-01,Café,116,31375.1
9,2025-09-01,Café,84,29506.96
9,2025-10-01,Café,104,23491.1
9,2025-11-01,Café,89,20310.79
9,2025-12-01,Café,103,18296.49
10,2023-01-01,Electronics Store,42,229572.31
10,2023-02-01,Electronics Store,39,182115.71
10,2023-03-01,Electronics Store,43,167034.68
10,2023-04-01,Electronics Store,50,292890.09
10,2023-05-01,Electronics Store,52,186052.95
10,2023-06-01,Electronics Store,44,415903.63
10,2023-07-01,Electronics Store,50,163757.95
10,2023-08-01,Electronics Store,35,103923.53
10,2023-09-01,Electronics Store,33,224138.92
10,2023-10-01,Electronics Store,30,278018.43
10,2023-11-01,Electronics Store,33,306130.89
10,2023-12-01,Electronics Store,45,434796.0
10,2024-01-01,Electronics Store,40,264983.07
10,2024-02-01,Electronics Store,47,327120.5
10,2024-03-01,Electronics Store,49,399355.56
10,2024-04-01,Electronics Store,50,228674.55
10,2024-05-01,Electronics Store,49,156564.56
10,2024-06-01,Electronics Store,44,415361.89
10,2024-07-01,Electronics Store,43,165022.4
10,2024-08-01,Electronics Store,36,147602.96
10,2024-09-01,Electronics Store,41,218471.18
10,2024-10-01,Electronics Store,45,195072.18
10,2024-11-01,Electronics Store,36,341110.31
10,2024-12-01,Electronics Store,52,360069.89
10,2025-01-01,Electronics Store,53,241918.81
10,2025-02-01,Electronics Store,59,565278.37
10,2025-03-01,Electronics Store,44,373812.65
10,2025-04-01,Electronics Store,56,365712.65
10,2025-05-01,Electronics Store,54,301005.57
10,2025-06-01,Electronics Store,61,385893.63
10,2025-07-01,Electronics Store,37,356296.27
10,2025-08-01,Electronics Store,49,428281.36
10,2025-09-01,Electronics Store,45,111845.9
10,2025-10-01,Electronics Store,37,295606.96
10,2025-11-01,Electronics Store,44,417057.36
10,2025-12-01,Electronics Store,40,217423.33
10,2023-01-01,Clothing Store,112,185861.11
10,2023-02-01,Clothing Store,122,212647.78
10,2023-03-01,Clothing Store,138,172999.73
10,2023-04-01,Clothing Store,143,131054.3
10,2023-05-01,Clothing Store,121,269986.1
10,2023-06-01,Clothing Store,119,237441.13
10,2023-07-01,Clothing Store,116,286362.7
10,2023-08-01,Clothing Store,138,147463.57
10,2023-09-01,Clothing Store,117,163480.03
10,2023-10-01,Clothing Store,100,128961.46
10,2023-11-01,Clothing Store,103,55690.26
10,2023-12-01,Clothing Store,119,184986.73
10,2024-01-01,Clothing Store,109,108338.46
10,2024-02-01,Clothing Store,131,201800.39
10,2024-03-01,Clothing Store,143,213803.9
10,2024-04-01,Clothing Store,128,174703.91
10,2024-05-01,Clothing Store,121,214751.92
10,2024-06-01,Clothing Store,134,272048.57
10,2024-07-01,Clothing Store,140,94022.4
10,2024-08-01,Clothing Store,134,101063.5
10,2024-09-01,Clothing Store,114,102919.0
10,2024-10-01,Clothing Store,105,66568.13
10,2024-11-01,Clothing Store,108,252349.57
10,2024-12-01,Clothing Store,130,301101.76
10,2025-01-01,Clothing Store,137,102059.91
10,2025-02-01,Clothing Store,164,240094.33
10,2025-03-01,Clothing Store,152,216104.1
10,2025-04-01,Clothing Store,148,292607.56
10,2025-05-01,Clothing Store,136,104060.15
10,2025-06-01,Clothing Store,147,285168.1
10,2025-07-01,Clothing Store,160,113267.0
10,2025-08-01,Clothing Store,110,236007.25
10,2025-09-01,Clothing Store,125,165233.23
10,2025-10-01,Clothing Store,94,56769.63
10,2025-11-01,Clothing Store,107,243281.95
10,2025-12-01,Clothing Store,115,166993.04
10,2023-01-01,Grocery Store,360,88207.56
10,2023-02-01,Grocery Store,331,65585.02
10,2023-03-01,Grocery Store,513,90407.63
10,2023-04-01,Grocery Store,422,34928.93
10,2023-05-01,Grocery Store,375,106311.32
10,2023-06-01,Grocery Store,383,55838.0
10,2023-07-01,Grocery Store,324,28143.77
10,2023-08-01,Grocery Store,339,96420.47
10,2023-09-01,Grocery Store,313,82892.18
10,2023-10-01,Grocery Store,296,15488.96
10,2023-11-01,Grocery Store,331,67289.85
10,2023-12-01,Grocery Store,330,84102.8
10,2024-01-01,Grocery Store,385,83597.62
10,2024-02-01,Grocery Store,369,97175.76
10,2024-03-01,Grocery Store,455,28495.22
10,2024-04-01,Grocery Store,433,49393.65
10,2024-05-01,Grocery Store,420,54674.78
10,2024-06-01,Grocery Store,369,58133.73
10,2024-07-01,Grocery Store,370,71253.91
10,2024-08-01,Grocery Store,354,36092.41
10,2024-09-01,Grocery Store,283,65257.93
10,2024-10-01,Grocery Store,350,31562.42
10,2024-11-01,Grocery Store,346,28461.65
10,2024-12-01,Grocery Store,325,19547.59
10,2025-01-01,Grocery Store,382,111435.66
10,2025-02-01,Grocery Store,473,31502.43
10,2025-03-01,Grocery Store,465,51847.47
10,2025-04-01,Grocery Store,455,30486.16
10,2025-05-01,Grocery Store,496,51490.23
10,2025-06-01,Grocery Store,406,56059.35
10,2025-07-01,Grocery Store,433,96760.71
10,2025-08-01,Grocery Store,465,76138.03
10,2025-09-01,Grocery Store,374,65103.59
10,2025-10-01,Grocery Store,361,106939.85
10,2025-11-01,Grocery Store,377,69802.59
10,2025-12-01,Grocery Store,382,66205.14
10,2023-01-01,Café,240,40721.86
10,2023-02-01,Café,267,46005.58
10,2023-03-01,Café,215,49741.23
10,2023-04-01,Café,245,62708.25
10,2023-05-01,Café,246,40688.89
10,2023-06-01,Café,239,50781.63
10,2023-07-01,Café,226,46150.01
10,2023-08-01,Café,198,59257.27
10,2023-09-01,Café,166,47451.34
10,2023-10-01,Café,151,49608.0
10,2023-11-01,Café,209,50562.77
10,2023-12-01,Café,190,60124.76
10,2024-01-01,Café,221,82695.25
10,2024-02-01,Café,203,36915.96
10,2024-03-01,Café,244,79784.82
10,2024-04-01,Café,272,48706.61
10,2024-05-01,Café,200,79945.23
10,2024-06-01,Café,287,61496.64
10,2024-07-01,Café,182,44750.82
10,2024-08-01,Café,211,49276.04
10,2024-09-01,Café,207,31710.61
10,2024-10-01,Café,225,41526.31
10,2024-11-01,Café,205,80022.65
10,2024-12-01,Café,158,39393.01
10,2025-01-01,Café,261,94633.23
10,2025-02-01,Café,212,75943.36
10,2025-03-01,Café,293,112105.36
10,2025-04-01,Café,284,50612.93
10,2025-05-01,Café,311,51033.69
10,2025-06-01,Café,276,91674.45
10,2025-07-01,Café,279,59946.58
10,2025-08-01,Café,194,53359.6
10,2025-09-01,Café,228,56639.87
10,2025-10-01,Café,231,91777.26
10,2025-11-01,Café,204,51455.29
10,2025-12-01,Café,254,66649.53
11,2023-01-01,Electronics Store,25,155716.84
11,2023-02-01,Electronics Store,23,66863.23
11,2023-03-01,Electronics Store,30,95544.19
11,2023-04-01,Electronics Store,23,152866.62
11,2023-05-01,Electronics Store,26,52267.16
11,2023-06-01,Electronics Store,32,170866.76
11,2023-07-01,Electronics Store,27,210581.15
11,2023-08-01,Electronics Store,23,84530.84
11,2023-09-01,Electronics Store,20,132836.57
11,2023-10-01,Electronics Store,23,80574.26
11,2023-11-01,Electronics Store,20,184306.58
11,2023-12-01,Electronics Store,23,104978.65
11,2024-01-01,Electronics Store,27,87962.9
11,2024-02-01,Electronics Store,32,291759.98
11,2024-03-01,Electronics Store,38,174976.66
11,2024-04-01,Electronics Store,30,138389.26
11,2024-05-01,Electronics Store,24,132153.33
11,2024-06-01,Electronics Store,27,165147.36
11,2024-07-01,Electronics Store,29,224187.48
11,2024-08-01,Electronics Store,27,62286.1
11,2024-09-01,Electronics Store,20,142848.33
11,2024-10-01,Electronics Store,21,171321.75
11,2024-11-01,Electronics Store,30,239835.69
11,2024-12-01,Electronics Store,27,256510.87
11,2025-01-01,Electronics Store,28,223378.32
11,2025-02-01,Electronics Store,29,74786.88
11,2025-03-01,Electronics Store,32,170094.03
11,2025-04-01,Electronics Store,34,339097.85
11,2025-05-01,Electronics Store,37,233064.24
11,2025-06-01,Electronics Store,32,124690.02
11,2025-07-01,Electronics Store,29,186541.54
11,2025-08-01,Electronics Store,26,239834.54
11,2025-09-01,Electronics Store,25,155491.29
11,2025-10-01,Electronics Store,26,70215.51
11,2025-11-01,Electronics Store,24,163920.99
11,2025-12-01,Electronics Store,28,159799.59
11,2023-01-01,Clothing Store,74,138841.41
11,2023-02-01,Clothing Store,63,125795.28
11,2023-03-01,Clothing Store,76,51333.08
11,2023-04-01,Clothing Store,80,139952.11
11,2023-05-01,Clothing Store,80,153402.5
11,2023-06-01,Clothing Store,70,38603.94
11,2023-07-01,Clothing Store,69,38753.8
11,2023-08-01,Clothing Store,70,103490.27
11,2023-09-01,Clothing Store,61,57257.09
11,2023-10-01,Clothing Store,57,28581.72
11,2023-11-01,Clothing Store,56,41781.84
11,2023-12-01,Clothing Store,60,42838.95
11,2024-01-01,Clothing Store,70,107232.42
11,2024-02-01,Clothing Store,70,114352.85
11,2024-03-01,Clothing Store,94,208065.23
11,2024-04-01,Clothing Store,78,53828.82
11,2024-05-01,Clothing Store,85,119962.34
11,2024-06-01,Clothing Store,76,170103.06
11,2024-07-01,Clothing Store,73,126222.99
11,2024-08-01,Clothing Store,63,33218.62
11,2024-09-01,Clothing Store,60,80534.27
11,2024-10-01,Clothing Store,69,61643.02
11,2024-11-01,Clothing Store,61,31531.08
11,2024-12-01,Clothing Store,62,141617.22
11,2025-01-01,Clothing Store,66,38909.43
11,2025-02-01,Clothing Store,94,213909.72
11,2025-03-01,Clothing Store,82,106625.46
11,2025-04-01,Clothing Store,76,105113.17
11,2025-05-01,Clothing Store,86,195207.4
11,2025-06-01,Clothing Store,98,206414.09
11,2025-07-01,Clothing Store,79,117270.16
11,2025-08-01,Clothing Store,69,41303.35
11,2025-09-01,Clothing Store,63,83281.04
11,2025-10-01,Clothing Store,69,45483.16
11,2025-11-01,Clothing Store,64,130464.07
11,2025-12-01,Clothing Store,77,57270.94
11,2023-01-01,Grocery Store,203,55888.9
11,2023-02-01,Grocery Store,177,36503.76
11,2023-03-01,Grocery Store,237,47578.57
11,2023-04-01,Grocery Store,254,55203.62
11,2023-05-01,Grocery Store,234,46700.91
11,2023-06-01,Grocery Store,249,38615.88
11,2023-07-01,Grocery Store,191,44488.93
11,2023-08-01,Grocery Store,203,45080.87
11,2023-09-01,Grocery Store,218,54074.35
11,2023-10-01,Grocery Store,181,21449.03
11,2023-11-01,Grocery Store,186,51542.35
11,2023-12-01,Grocery Store,194,14344.08
11,2024-01-01,Grocery Store,180,40207.94
11,2024-02-01,Grocery Store,265,55430.91
11,2024-03-01,Grocery Store,283,46435.06
11,2024-04-01,Grocery Store,279,69844.31
11,2024-05-01,Grocery Store,245,44371.73
11,2024-06-01,Grocery Store,211,23507.07
11,2024-07-01,Grocery Store,227,31012.13
11,2024-08-01,Grocery Store,215,12952.58
11,2024-09-01,Grocery Store,183,48961.5
11,2024-10-01,Grocery Store,196,56853.05
11,2024-11-01,Grocery Store,195,33181.59
11,2024-12-01,Grocery Store,245,70355.06
11,2025-01-01,Grocery Store,187,29713.79
11,2025-02-01,Grocery Store,249,64321.14
11,2025-03-01,Grocery Store,307,39432.78
11,2025-04-01,Grocery Store,324,71528.64
11,2025-05-01,Grocery Store,267,48881.32
11,2025-06-01,Grocery Store,288,46134.36
11,2025-07-01,Grocery Store,230,22916.21
11,2025-08-01,Grocery Store,222,38828.82
11,2025-09-01,Grocery Store,179,16634.02
11,2025-10-01,Grocery Store,195,15499.51
11,2025-11-01,Grocery Store,207,60594.32
11,2025-12-01,Grocery Store,241,35923.9
11,2023-01-01,Café,103,25078.92
11,2023-02-01,Café,141,53617.7
11,2023-03-01,Café,128,49376.66
11,2023-04-01,Café,135,33242.36
11,2023-05-01,Café,165,44588.84
11,2023-06-01,Café,133,42744.16
11,2023-07-01,Café,112,25156.62
11,2023-08-01,Café,117,38917.55
11,2023-09-01,Café,105,25326.48
11,2023-10-01,Café,107,21594.81
11,2023-11-01,Café,98,16314.36
11,2023-12-01,Café,111,27118.74
11,2024-01-01,Café,118,22351.0
11,2024-02-01,Café,156,45154.59
11,2024-03-01,Café,155,51669.32
11,2024-04-01,Café,119,44559.43
11,2024-05-01,Café,165,46412.06
11,2024-06-01,Café,117,34819.96
11,2024-07-01,Café,139,26154.87
11,2024-08-01,Café,116,29340.68
11,2024-09-01,Café,136,47525.28
11,2024-10-01,Café,104,31791.27
11,2024-11-01,Café,135,47031.89
11,2024-12-01,Café,127,19748.07
11,2025-01-01,Café,124,21946.84
11,2025-02-01,Café,175,58721.29
11,2025-03-01,Café,118,46492.59
11,2025-04-01,Café,171,61871.94
11,2025-05-01,Café,157,50758.47
11,2025-06-01,Café,155,55855.79
11,2025-07-01,Café,168,36079.48
11,2025-08-01,Café,152,30443.19
11,2025-09-01,Café,121,26337.91
11,2025-10-01,Café,112,25162.82
11,2025-11-01,Café,134,43423.42
11,2025-12-01,Café,145,51667.43
12,2023-01-01,Electronics Store,27,214783.53
12,2023-02-01,Electronics Store,32,265166.97
12,2023-03-01,Electronics Store,35,300041.75
12,2023-04-01,Electronics Store,31,302081.98
12,2023-05-01,Electronics Store,38,328329.94
12,2023-06-01,Electronics Store,28,100198.33
12,2023-07-01,Electronics Store,27,104413.59
12,2023-08-01,Electronics Store,26,145045.14
12,2023-09-01,Electronics Store,24,124202.76
12,2023-10-01,Electronics Store,21,70687.73
12,2023-11-01,Electronics Store,21,153368.25
12,2023-12-01,Electronics Store,26,254909.68
12,2024-01-01,Electronics Store,26,251520.97
12,2024-02-01,Electronics Store,31,208252.8
12,2024-03-01,Electronics Store,35,233333.21
12,2024-04-01,Electronics Store,33,66981.99
12,2024-05-01,Electronics Store,34,163274.08
12,2024-06-01,Electronics Store,31,254301.56
12,2024-07-01,Electronics Store,25,95612.36
12,2024-08-01,Electronics Store,28,82180.84
12,2024-09-01,Electronics Store,27,67833.4
12,2024-10-01,Electronics Store,22,123216.77
12,2024-11-01,Electronics Store,24,173572.43
12,2024-12-01,Electronics Store,26,169535.03
12,2025-01-01,Electronics Store,28,211639.84
12,2025-02-01,Electronics Store,34,242850.68
12,2025-03-01,Electronics Store,37,368698.84
12,2025-04-01,Electronics Store,33,143861.82
12,2025-05-01,Electronics Store,30,269581.05
12,2025-06-01,Electronics Store,32,231336.06
12,2025-07-01,Electronics Store,34,92883.36
12,2025-08-01,Electronics Store,31,262955.22
12,2025-09-01,Electronics Store,27,90750.83
12,2025-10-01,Electronics Store,27,114617.29
12,2025-11-01,Electronics Store,27,94073.61
12,2025-12-01,Electronics Store,31,141190.59
12,2023-01-01,Clothing Store,81,109251.02
12,2023-02-01,Clothing Store,77,41965.67
12,2023-03-01,Clothing Store,92,49317.89
12,2023-04-01,Clothing Store,97,111335.74
12,2023-05-01,Clothing Store,92,170051.35
12,2023-06-01,Clothing Store,79,120654.07
12,2023-07-01,Clothing Store,68,46380.94
12,2023-08-01,Clothing Store,68,126419.05
12,2023-09-01,Clothing Store,69,158343.83
12,2023-10-01,Clothing Store,67,106132.47
12,2023-11-01,Clothing Store,55,70154.08
12,2023-12-01,Clothing Store,68,43501.22
12,2024-01-01,Clothing Store,73,148689.48
12,2024-02-01,Clothing Store,81,116692.5
12,2024-03-01,Clothing Store,106,55022.26
12,2024-04-01,Clothing Store,91,144297.13
12,2024-05-01,Clothing Store,107,206328.77
12,2024-06-01,Clothing Store,87,114495.5
12,2024-07-01,Clothing Store,86,199694.7
12,2024-08-01,Clothing Store,76,182457.72
12,2024-09-01,Clothing Store,78,133300.28
12,2024-10-01,Clothing Store,68,127398.78
12,2024-11-01,Clothing Store,69,146138.93
12,2024-12-01,Clothing Store,71,121304.85
12,2025-01-01,Clothing Store,73,102075.64
12,2025-02-01,Clothing Store,80,74197.87
12,2025-03-01,Clothing Store,97,135588.87
12,2025-04-01,Clothing Store,81,183128.35
12,2025-05-01,Clothing Store,93,150444.4
12,2025-06-01,Clothing Store,84,178202.72
12,2025-07-01,Clothing Store,71,81721.47
12,2025-08-01,Clothing Store,77,60650.51
12,2025-09-01,Clothing Store,76,126993.86
12,2025-10-01,Clothing Store,63,55195.38
12,2025-11-01,Clothing Store,92,154462.63
12,2025-12-01,Clothing Store,82,176854.02
12,2023-01-01,Grocery Store,228,15264.39
12,2023-02-01,Grocery Store,203,43854.38
12,2023-03-01,Grocery Store,309,39648.62
12,2023-04-01,Grocery Store,272,72469.45
12,2023-05-01,Grocery Store,226,21249.04
12,2023-06-01,Grocery Store,239,35005.1
12,2023-07-01,Grocery Store,217,43365.47
12,2023-08-01,Grocery Store,213,38156.1
12,2023-09-01,Grocery Store,180,52102.59
12,2023-10-01,Grocery Store,211,21621.85
12,2023-11-01,Grocery Store,227,56293.79
12,2023-12-01,Grocery Store,223,25350.67
12,2024-01-01,Grocery Store,190,55750.38
12,2024-02-01,Grocery Store,295,25302.25
12,2024-03-01,Grocery Store,304,52882.28
12,2024-04-01,Grocery Store,245,67118.49
12,2024-05-01,Grocery Store,289,24345.84
12,2024-06-01,Grocery Store,246,59262.34
12,2024-07-01,Grocery Store,254,39042.82
12,2024-08-01,Grocery Store,230,23176.56
12,2024-09-01,Grocery Store,208,40881.48
12,2024-10-01,Grocery Store,234,16606.61
12,2024-11-01,Grocery Store,211,31199.21
12,2024-12-01,Grocery Store,251,57756.11
12,2025-01-01,Grocery Store,322,62266.72
12,2025-02-01,Grocery Store,277,15168.76
12,2025-03-01,Grocery Store,296,82888.42
12,2025-04-01,Grocery Store,312,53183.31
12,2025-05-01,Grocery Store,349,92573.02
12,2025-06-01,Grocery Store,312,48203.94
12,2025-07-01,Grocery Store,227,49458.3
12,2025-08-01,Grocery Store,274,20199.57
12,2025-09-01,Grocery Store,200,11708.78
12,2025-10-01,Grocery Store,212,49018.16
12,2025-11-01,Grocery Store,217,64040.54
12,2025-12-01,Grocery Store,239,31194.31
12,2023-01-01,Café,146,44777.61
12,2023-02-01,Café,144,57110.9
12,2023-03-01,Café,169,45752.29
12,2023-04-01,Café,171,50053.97
12,2023-05-01,Café,148,44190.27
12,2023-06-01,Café,150,59251.95
12,2023-07-01,Café,121,37617.45
12,2023-08-01,Café,123,28086.11
12,2023-09-01,Café,95,34768.48
12,2023-10-01,Café,111,32660.62
12,2023-11-01,Café,134,30909.9
12,2023-12-01,Café,125,45411.66
12,2024-01-01,Café,146,46045.64
12,2024-02-01,Café,129,21502.7
12,2024-03-01,Café,168,48481.55
12,2024-04-01,Café,152,35447.1
12,2024-05-01,Café,178,57694.57
12,2024-06-01,Café,179,53149.33
12,2024-07-01,Café,137,38186.34
12,2024-08-01,Café,129,49405.2
12,2024-09-01,Café,131,30803.86
12,2024-10-01,Café,139,40988.89
12,2024-11-01,Café,120,20227.41
12,2024-12-01,Café,120,37768.28
12,2025-01-01,Café,162,39769.3
12,2025-02-01,Café,158,40509.46
12,2025-03-01,Café,197,64988.25
12,2025-04-01,Café,161,32671.6
12,2025-05-01,Café,168,26460.85
12,2025-06-01,Café,153,42715.15
12,2025-07-01,Café,160,62023.76
12,2025-08-01,Café,164,32848.09
12,2025-09-01,Café,130,35913.41
12,2025-10-01,Café,153,51701.75
12,2025-11-01,Café,147,50100.73
12,2025-12-01,Café,109,29153.29
13,2023-01-01,Electronics Store,17,78792.08
13,2023-02-01,Electronics Store,15,57105.77
13,2023-03-01,Electronics Store,20,122115.2
13,2023-04-01,Electronics Store,17,161372.92
13,2023-05-01,Electronics Store,19,58583.67
13,2023-06-01,Electronics Store,15,56717.91
13,2023-07-01,Electronics Store,12,55285.45
13,2023-08-01,Electronics Store,17,161535.98
13,2023-09-01,Electronics Store,14,72010.49
13,2023-10-01,Electronics Store,14,107498.13
13,2023-11-01,Electronics Store,11,90341.4
13,2023-12-01,Electronics Store,15,87752.87
13,2024-01-01,Electronics Store,16,125941.81
13,2024-02-01,Electronics Store,18,94924.32
13,2024-03-01,Electronics Store,18,60350.96
13,2024-04-01,Electronics Store,16,116414.73
13,2024-05-01,Electronics Store,17,164561.62
13,2024-06-01,Electronics Store,20,83354.11
13,2024-07-01,Electronics Store,15,57823.15
13,2024-08-01,Electronics Store,14,76084.15
13,2024-09-01,Electronics Store,16,125244.28
13,2024-10-01,Electronics Store,15,138477.8
13,2024-11-01,Electronics Store,15,143475.56
13,2024-12-01,Electronics Store,18,170329.86
13,2025-01-01,Electronics Store,17,157612.81
13,2025-02-01,Electronics Store,21,45941.12
13,2025-03-01,Electronics Store,20,125138.88
13,2025-04-01,Electronics Store,18,93976.05
13,2025-05-01,Electronics Store,17,160199.05
13,2025-06-01,Electronics Store,18,38718.85
13,2025-07-01,Electronics Store,19,144192.61
13,2025-08-01,Electronics Store,14,82790.01
13,2025-09-01,Electronics Store,15,59824.29
13,2025-10-01,Electronics Store,14,55125.94
13,2025-11-01,Electronics Store,16,119985.91
13,2025-12-01,Electronics Store,11,48086.78
13,2023-01-01,Clothing Store,41,51750.24
13,2023-02-01,Clothing Store,35,55383.16
13,2023-03-01,Clothing Store,49,33136.4
13,2023-04-01,Clothing Store,47,100607.54
13,2023-05-01,Clothing Store,61,99439.0
13,2023-06-01,Clothing Store,48,100936.01
13,2023-07-01,Clothing Store,42,63433.92
13,2023-08-01,Clothing Store,32,62833.67
13,2023-09-01,Clothing Store,34,42013.61
13,2023-10-01,Clothing Store,31,38433.09
13,2023-11-01,Clothing Store,38,51583.11
13,2023-12-01,Clothing Store,39,35725.92
13,2024-01-01,Clothing Store,48,92781.72
13,2024-02-01,Clothing Store,50,122601.39
13,2024-03-01,Clothing Store,51,103197.76
13,2024-04-01,Clothing Store,60,133668.4
13,2024-05-01,Clothing Store,48,43358.9
13,2024-06-01,Clothing Store,44,36313.4
13,2024-07-01,Clothing Store,50,44399.4
13,2024-08-01,Clothing Store,41,86557.63
13,2024-09-01,Clothing Store,36,80901.64
13,2024-10-01,Clothing Store,40,52755.84
13,2024-11-01,Clothing Store,32,72102.28
13,2024-12-01,Clothing Store,47,75119.54
13,2025-01-01,Clothing Store,49,25294.6
13,2025-02-01,Clothing Store,45,24531.27
13,2025-03-01,Clothing Store,43,56516.94
13,2025-04-01,Clothing Store,56,84941.47
13,2025-05-01,Clothing Store,50,32087.17
13,2025-06-01,Clothing Store,52,79815.94
13,2025-07-01,Clothing Store,38,78066.13
13,2025-08-01,Clothing Store,50,107866.71
13,2025-09-01,Clothing Store,37,40429.76
13,2025-10-01,Clothing Store,44,84940.84
13,2025-11-01,Clothing Store,39,22976.46
13,2025-12-01,Clothing Store,38,43220.99
13,2023-01-01,Grocery Store,124,17986.04
13,2023-02-01,Grocery Store,133,29383.01
13,2023-03-01,Grocery Store,145,40809.83
13,2023-04-01,Grocery Store,175,29095.3
13,2023-05-01,Grocery Store,144,42438.82
